"id" "var1" "var2" "var3" "var4" "var5" "var6"
1 -1.42309380150256 0.170803660526872 "0.102680272787318" 5 20 2.9158911125205
2 -0.453300701944243 0.722544963937253 "0.124013650338205" 3 18 17.7252390979841
3 -0.973692232616874 0.381378242513165 "0.598742634808714" 7 15 0.105888245962306
4 1.15633716013932 0.569444639142603 "0.443028184192534" 1 17 7.19363983897914
5 -0.59011943840296 0.563004724215716 "0.173438843344718" 6 16 10.7006969908236
6 -0.47285170248917 0.335886802757159 "0.121406846650669" 6 22 0.600710716317752
7 -0.907466635474475 0.668461944209412 "0.21658755571965" 3 19 3.02822673942979
8 -1.87932900488212 0.517948891734704 "0.198689877115488" 4 25 3.33294316661275
9 -1.61595976024401 0.889344279887155 "0.249446488083033" 3 15 19.622119130258
10 0.402345021189216 0.883660937892273 "0.0844245706910983" 6 27 0.648552398824431
11 -0.67333134497272 0.947586975060403 "0.353968837022025" 1 18 4.12595991587294
12 1.19009311256736 0.518987079616636 "0.371488653404755" 3 24 13.6296569501217
13 -1.06272602302722 0.0611128497403115 "0.260395054748591" 2 10 0.51983699086133
14 -1.28955959388021 0.465247783344239 "0.105134446704873" 4 19 0.0170178712310116
15 -9999 0.337416006019339 "0.0983638985774391" 2 13 15.1651579883799
16 -1.156116662945 0.420625745784491 "0.862316574263553" 4 21 4.99329986852386
17 -0.531453049863405 0.752197628840804 "0.512034072266203" 2 19 0.909095138435697
18 2.02982814734991 8888 "0.4797044878039" 7 19 13.803560957874
19 1.85463951098391 0.182963326340541 "0.871718906887415" 4 15 0.705527970250197
20 -1.53476265482671 0.662468229653314 "0.480484896144624" 4 24 56.0952467112075
21 -1.96321183451231 0.0803270023316145 "0.50384688785955" 3 23 0.406157541970572
22 1.01668049495133 0.722314901184291 "0.152690795836167" 2 24 0.712142385692963
23 0.891280930196886 0.439060709206387 "0.671192494803167" 3 17 1.21199602959432
24 -0.382942721412392 0.535439513623714 "0.657166289435202" 4 20 19.4028159243438
25 0.657256182826891 0.620705512585118 "0.674909770409866" 5 21 28.4434105502154
26 -1.62341752208224 0.929356025997549 "0.136684217792366" 1 20 0.283974201923459
27 0.142561163116034 0.839881378691643 "0.404471425923956" 6 20 18.4952485470281
28 0.362859884832947 0.121477872598916 "0.0595754903604817" 6 22 0.443613631844652
29 0.364188651896224 0.539784737164155 "0.409378986994595" 3 22 1.71734557034488
30 0.555354179804994 0.140267082257196 "0.187850768567273" 3 23 6.37411092998067
31 -1.11349900118666 0.198722498491406 "0.499194139187658" 1 21 0.819242739617188
32 -1.43921775971061 0.635729768546298 "0.492733617889763" 3 22 0.2540453609849
33 -0.944103320957073 0.588509284192696 "0.447559904153788" 2 17 0.507849499080539
34 -1.33473054965309 0.216992870671675 "Crap" 3 19 1.3123360763584
35 1.70941607151069 0.554413572885096 "0.0696827909869225" 3 16 0.127285102202939
36 -0.285349301693344 0.114814398111776 "1.92602704024445" 4 18 1.77547350818394
37 0.357209532660963 0.902019626460969 "0.16053236351446" 3 19 63.0092942938554
38 1.15014998870245 0.853782446589321 "0.180456664846004" 0 24 2.48370732915951
39 -1.51814403012076 8888 "0.190132911847673" 5 20 0.250988314546029
40 1.87610805420522 0.898318020394072 "1.03796768556559" 3 24 35.0340602953102
41 0.533393266384576 0.589513153769076 "0.21080872798356" 10 21 2.89631459620832
42 -0.605848699687586 0.0941879954189062 "0.202467732954033" 5 29 9.3758774145384
43 -0.570900166056833 0.405605550389737 "0.614089005794973" 4 18 93.5561734401466
44 -1.58346119015719 8888 "0.110364566686456" 3 23 6.82217491042293
45 0.51622637320382 0.154239557683468 "0.380719266168402" 5 21 22.1654725993304
46 1.34443324819507 0.0476928951684386 "0.28697848111525" 7 22 0.261928204919152
47 0.939910657950953 0.809122253442183 "0.423251007141012" 6 18 0.221403126731614
48 -0.00877496155991768 0.823401645291597 "0.539221546922332" 4 19 1.19184995691205
49 -0.990169151042859 0.487634813645855 "0.534851109778329" 8 22 0.186518764698109
50 1.74039818816674 0.360381060745567 "0.534887187014131" 3 18 1.36199794249001
51 0.181516414537598 0.947832344798371 "0.536240661099767" 4 18 0.0480802794194722
52 1.12263917567188 0.0644795335829258 "0.525449009986919" 8 28 0.0892867290791672
53 1.29101823669123 0.784186710836366 "0.304847747291965" 1 16 0.695782685732633
54 -0.119157655885115 0.106913703028113 "0.670127576416281" 4 20 1.54264756803541
