"id"	"var1"	"var2"	"var3"	"var4"	"var5"	"var6"
1	0.197045926292897	-4.33389459966142	4.84071348886498	"March"	FALSE	"wilbur"
2	0.17814074635761	-7.05650771255399	4.49842349899878	"March"	TRUE	"wilbur"
3	0.157591904143892	-7.07301920636544	5.09331908328631	"May"	FALSE	NA
4	0.261890295782636	-6.87266460850159	5.29334850313177	"December"	FALSE	"goofy"
5	0.0814187569783958	-6.1491953739075	2.86060831618393	"June"	NA	"mickey"
6	0.169715717110217	-5.92639620362009	5.12464393163269	"April"	TRUE	"donald duck"
7	0.36485264430474	-5.13318768168005	4.69797455036193	"February"	NA	NA
8	0.32622469763364	-5.12305241039633	4.53168308873229	"December"	FALSE	"wilbur"
9	0.28703326687887	-4.15498065708245	4.86592424065634	"May"	TRUE	"mickey"
10	0.273234039952412	-4.82527561549897	6.71601379518768	"February"	TRUE	NA
11	0.230675325919048	-3.80994480135984	3.60119907488775	"February"	FALSE	NA
12	0.142812713746907	-5.09794761664425	4.67613066234276	"April"	NA	NA
13	0.161462468553913	-4.12020449973583	3.99692429686128	"June"	TRUE	"goofy"
14	0.209668916522284	NA	4.21690878575055	"March"	FALSE	"wilbur"
15	0.220130523589708	-4.26031235072093	4.6719167176769	"February"	NA	"goofy"
16	0.193528608137809	-5.63390959346696	5.74430215527981	"September"	TRUE	"wilbur"
17	0.207408642923608	-3.62805569569351	5.39519894081159	"January"	FALSE	"goofy"
18	0.206455274326955	-5.12815497906997	3.98131202483977	"February"	FALSE	"wilbur"
19	0.381642981253363	-5.88983263188449	4.62565861958772	"April"	FALSE	NA
20	0.167324316313616	-5.73595776309468	6.13778140386737	"September"	FALSE	NA
21	0.235919247736068	NA	5.24026636607366	"June"	TRUE	"goofy"
22	0.247240799443878	-4.59418436431161	6.57852319348544	"December"	TRUE	NA
23	0.353369702288186	-4.09839177729355	5.22557172282748	"January"	FALSE	NA
24	0.17009760383003	-5.52078374395212	3.96986626760486	"September"	FALSE	"donald duck"
25	0.227547314563931	-6.15918469588665	3.86680446131395	"February"	NA	"donald duck"
26	0.213045944933673	-5.08065968936718	6.4821039085813	"October"	TRUE	"goofy"
27	0.242085053979295	-5.14528827404916	6.23933190592314	"November"	FALSE	"goofy"
28	0.515888964333325	-3.29115385565814	3.64734755497538	"August"	TRUE	"goofy"
29	0.357630789683556	-4.69545103593696	4.83760053843654	"July"	TRUE	"mickey"
30	0.158214560455429	-5.20339750564694	4.88753190493479	"June"	FALSE	"donald duck"
31	0.238994261278123	-3.64951485735499	6.25204787043468	"May"	FALSE	"mickey"
32	0.12195832001007	-5.13081248130682	4.97987565441439	"March"	TRUE	NA
33	0.10659604665208	-5.34781426145371	5.42304940736084	"September"	NA	NA
34	0.427927926555112	-4.64931004385141	7.04602826713952	"September"	FALSE	NA
35	0.326153560975649	-5.750930296486	4.93818813738507	"March"	TRUE	"mickey"
36	0.318747313634388	-4.7524781675315	5.45433251312539	"August"	FALSE	"mickey"
37	0.199364771385964	-3.62153368819889	6.64003005980625	"December"	TRUE	NA
38	0.160665638075755	-4.51578922470029	5.14626778452353	"January"	TRUE	NA
39	0.301763109436226	NA	5.03613497705016	"January"	FALSE	NA
40	0.290631147652608	-3.43164448100269	6.01123403315602	"October"	TRUE	"donald duck"
41	0.138843660213563	-4.90130094379114	4.44624917715141	"February"	FALSE	"wilbur"
42	0.247595387664354	-4.13279835799738	4.43321002604594	"May"	FALSE	"donald duck"
43	0.0612367249190043	-5.34825931740382	6.00697638374783	"October"	TRUE	"wilbur"
44	0.113525605454607	NA	6.45196200445847	"July"	TRUE	"wilbur"
45	0.269702537409806	-4.79562702319159	6.42885272053471	"January"	TRUE	"donald duck"
46	0.0886850610314021	-4.2308469844483	4.85484109430724	"September"	FALSE	"donald duck"
47	0.165959451423502	-5.97847077358035	5.33147972344349	"January"	FALSE	"mickey"
48	0.414514502198833	NA	5.70575440278838	"August"	FALSE	"mickey"
49	0.284254229087286	-5.4806140068386	4.0798611625618	"April"	FALSE	"wilbur"
50	0.116303653599885	-6.3285086522142	3.78300509924795	"August"	FALSE	"donald duck"
